Дата,День,"Объем планового производства, МВт.ч","Индекс равновесных цен на продажу электроэнергии, руб./МВт.ч.","Объем продажи по регулируемым договорам, МВт.ч","Объем продажи на РСВ, МВт.ч","Объем покупки в обеспечение РД, МВт.ч","Максимальный индекс равновесной цены за период, руб./МВт.ч","Минимальный индекс равновесной цены за период, руб./МВт.ч"
2021.11.26,15,112 054.615,1 656.97,18 069.057,86 799.978,724.962,5 004.48,1 317.74
2021.11.26,16,112 319.440,1 653.26,18 069.057,87 133.215,745.501,5 004.48,1 271.66
2021.11.26,17,112 498.475,1 651.33,18 069.057,87 280.551,706.025,5 004.48,1 241.42
2021.11.26,18,111 527.135,1 641.46,33 914.778,71 436.494,1 681.665,5 004.48,1 218.54
2021.11.26,19,110 689.838,1 652.38,33 914.778,70 612.666,1 693.279,5 004.48,1 296.29
2021.11.26,20,108 419.615,1 610.31,33 914.778,68 361.801,1 709.734,5 004.48,1 199.50
2021.11.26,21,105 979.651,1 453.98,33 914.778,66 209.932,1 796.392,5 004.48,1 060.94
2021.11.26,22,102 399.228,1 343.19,8 403.485,86 806.236,386.900,5 004.48,973.23
2021.11.26,23,98 284.775,1 052.62,8 403.485,82 727.665,411.183,5 004.48,866.36
2021.11.27,0,96 877.074,1 067.05,8 403.485,81 293.989,425.144,5 004.48,833.97
2021.11.27,1,95 095.094,1 021.84,8 403.485,79 570.984,472.373,5 004.48,751.28
2021.11.27,2,94 443.227,999.37,8 403.485,78 916.118,472.373,5 004.48,713.53
2021.11.27,3,94 047.481,987.90,8 403.485,78 521.261,472.373,5 004.48,694.77
2021.11.27,4,95 016.213,1 022.58,8 403.485,79 489.274,472.373,5 004.48,707.74
2021.11.27,5,96 712.948,1 045.73,8 403.485,81 147.987,422.536,5 004.48,725.41
2021.11.27,6,99 079.652,1 112.67,21 493.376,71 004.798,1 018.503,5 004.48,731.13
2021.11.27,7,100 928.279,1 269.12,21 493.376,72 845.767,1 000.624,5 004.48,813.65
2021.11.27,8,104 208.901,1 422.25,18 069.057,79 315.848,775.658,5 004.48,892.42
2021.11.27,9,106 535.752,1 448.70,18 069.057,81 556.307,724.321,5 004.48,928.69
2021.11.27,10,107 689.380,1 469.81,18 069.057,82 650.712,725.446,5 004.48,1 020.20
2021.11.27,11,107 878.799,1 473.50,18 069.057,82 819.960,726.319,5 004.48,1 046.54
2021.11.27,12,107 442.664,1 458.80,18 069.057,82 436.557,782.521,5 004.48,930.13
2021.11.27,13,107 489.396,1 461.93,18 069.057,82 453.976,736.275,5 004.48,925.39
2021.11.27,14,107 665.823,1 469.47,18 069.057,82 652.547,726.657,5 004.48,923.95
2021.11.27,15,108 088.704,1 452.13,18 069.057,83 104.828,723.897,5 004.48,887.14
2021.11.27,16,109 716.848,1 470.48,18 069.057,84 753.715,716.544,5 004.48,862.71
2021.11.27,17,110 548.536,1 491.92,18 069.057,85 648.353,758.559,5 004.48,905.67
2021.11.27,18,109 660.209,1 465.11,33 914.778,69 790.828,1 648.849,5 004.48,813.89
2021.11.27,19,108 091.972,1 452.66,33 914.778,68 213.632,1 636.864,5 004.48,860.35
2021.11.27,20,106 080.755,1 427.89,33 914.778,66 298.353,1 718.921,5 004.48,857.33
2021.11.27,21,103 916.821,1 410.78,33 914.778,64 376.391,1 959.448,5 004.48,907.26
2021.11.27,22,100 612.633,1 208.33,8 403.485,85 044.175,407.342,5 004.48,863.62
2021.11.27,23,97 409.308,1 044.58,8 403.485,81 866.570,428.062,5 004.48,709.45
2021.11.27,0,96 877.074,1 067.05,8 403.485,81 293.989,425.144,5 004.48,833.97
2021.11.27,1,95 095.094,1 021.84,8 403.485,79 570.984,472.373,5 004.48,751.28
2021.11.27,2,94 443.227,999.37,8 403.485,78 916.118,472.373,5 004.48,713.53
2021.11.27,3,94 047.481,987.90,8 403.485,78 521.261,472.373,5 004.48,694.77
2021.11.27,4,95 016.213,1 022.58,8 403.485,79 489.274,472.373,5 004.48,707.74
2021.11.27,5,96 712.948,1 045.73,8 403.485,81 147.987,422.536,5 004.48,725.41
2021.11.27,6,99 079.652,1 112.67,21 493.376,71 004.798,1 018.503,5 004.48,731.13
2021.11.27,7,100 928.279,1 269.12,21 493.376,72 845.767,1 000.624,5 004.48,813.65
2021.11.27,8,104 208.901,1 422.25,18 069.057,79 315.848,775.658,5 004.48,892.42
2021.11.27,9,106 535.752,1 448.70,18 069.057,81 556.307,724.321,5 004.48,928.69
2021.11.27,10,107 689.380,1 469.81,18 069.057,82 650.712,725.446,5 004.48,1 020.20
2021.11.27,11,107 878.799,1 473.50,18 069.057,82 819.960,726.319,5 004.48,1 046.54
2021.11.27,12,107 442.664,1 458.80,18 069.057,82 436.557,782.521,5 004.48,930.13
2021.11.27,13,107 489.396,1 461.93,18 069.057,82 453.976,736.275,5 004.48,925.39
2021.11.27,14,107 665.823,1 469.47,18 069.057,82 652.547,726.657,5 004.48,923.95
2021.11.27,15,108 088.704,1 452.13,18 069.057,83 104.828,723.897,5 004.48,887.14
2021.11.27,16,109 716.848,1 470.48,18 069.057,84 753.715,716.544,5 004.48,862.71
2021.11.27,17,110 548.536,1 491.92,18 069.057,85 648.353,758.559,5 004.48,905.67
2021.11.27,18,109 660.209,1 465.11,33 914.778,69 790.828,1 648.849,5 004.48,813.89
2021.11.27,19,108 091.972,1 452.66,33 914.778,68 213.632,1 636.864,5 004.48,860.35
2021.11.27,20,106 080.755,1 427.89,33 914.778,66 298.353,1 718.921,5 004.48,857.33
2021.11.27,21,103 916.821,1 410.78,33 914.778,64 376.391,1 959.448,5 004.48,907.26
2021.11.27,22,100 612.633,1 208.33,8 403.485,85 044.175,407.342,5 004.48,863.62
2021.11.27,23,97 409.308,1 044.58,8 403.485,81 866.570,428.062,5 004.48,709.45
2021.11.28,0,95 549.770,998.60,8 403.485,80 107.044,437.556,5 004.48,701.49
2021.11.28,1,93 859.912,950.41,8 403.485,78 468.961,484.785,5 004.48,658.37
2021.11.28,2,92 930.618,915.89,8 403.485,77 551.092,484.785,5 004.48,621.26
2021.11.28,3,92 534.362,897.68,8 403.485,77 154.354,484.785,5 004.48,598.09
2021.11.28,4,93 546.877,940.28,8 403.485,78 157.360,484.785,5 004.48,623.03
2021.11.28,5,94 961.504,970.67,8 403.485,79 521.276,440.583,5 004.48,649.27
2021.11.28,6,96 927.054,1 038.66,21 493.376,69 062.778,1 112.538,5 004.48,683.90
2021.11.28,7,98 224.841,1 049.21,21 493.376,70 226.935,987.395,5 004.48,672.18
2021.11.28,8,101 072.201,1 149.72,18 069.057,76 315.514,819.204,5 004.48,733.31
2021.11.28,9,103 210.600,1 379.98,18 069.057,78 380.614,771.819,5 004.48,915.61
2021.11.28,10,104 817.930,1 394.60,18 069.057,79 953.261,772.944,5 004.48,952.67
2021.11.28,11,105 253.891,1 399.94,18 069.057,80 375.598,776.405,5 004.48,953.14
2021.11.28,12,105 230.649,1 399.06,18 069.057,80 337.463,783.773,5 004.48,946.95
2021.11.28,13,105 385.649,1 402.71,18 069.057,80 487.974,783.773,5 004.48,939.37
2021.11.28,14,105 738.104,1 416.54,18 069.057,80 878.246,770.203,5 004.48,955.27
2021.11.28,15,106 732.743,1 421.06,18 069.057,81 807.339,767.443,5 004.48,891.20
2021.11.28,16,108 351.836,1 435.40,18 069.057,83 438.922,760.090,5 004.48,865.32
2021.11.28,17,109 586.522,1 449.81,18 069.057,84 671.345,748.506,5 004.48,915.52
2021.11.28,18,109 287.809,1 451.29,33 914.778,69 499.657,1 736.219,5 004.48,919.32
2021.11.28,19,107 979.564,1 448.58,33 914.778,68 189.966,1 736.219,5 004.48,928.47
2021.11.28,20,105 947.948,1 407.78,33 914.778,66 179.115,1 741.684,5 004.48,1 014.73
2021.11.28,21,103 424.663,1 377.99,33 914.778,63 849.917,1 935.829,5 004.48,957.92
2021.11.28,22,99 638.223,1 119.38,8 403.485,84 064.668,414.267,5 004.48,857.57
2021.11.28,23,96 191.018,1 004.33,8 403.485,80 658.230,434.249,5 004.48,690.62
2021.11.29,0,94 942.063,966.16,8 403.485,79 438.068,442.607,5 004.48,655.43
2021.11.29,1,93 416.245,875.24,8 403.485,77 957.089,489.836,5 004.48,0.00
2021.11.29,2,92 857.891,832.54,8 403.485,77 401.618,489.836,5 004.48,0.00
2021.11.29,3,93 045.877,824.63,8 403.485,77 588.254,489.836,5 004.48,0.00
2021.11.29,4,94 931.739,940.73,8 403.485,79 461.516,489.836,5 004.48,616.25
2021.11.29,5,97 892.787,1 045.52,8 403.485,82 311.607,433.309,5 004.48,685.62
2021.11.29,6,102 611.300,1 328.66,21 493.376,74 563.534,1 123.440,5 004.48,867.03
2021.11.29,7,106 429.680,1 526.72,21 493.376,78 103.279,996.588,5 004.48,1 045.68
2021.11.29,8,110 224.659,1 624.93,18 069.057,85 202.334,851.235,5 004.48,1 090.76
2021.11.29,9,112 306.555,1 645.48,18 069.057,87 249.652,824.468,5 004.48,1 119.91
2021.11.29,10,112 680.662,1 643.50,18 069.057,87 584.604,804.528,5 004.48,0.00
2021.11.29,11,112 369.645,1 651.45,18 069.057,87 248.040,791.521,5 004.48,0.00
2021.11.29,12,111 810.389,1 638.11,18 069.057,86 727.839,824.646,5 004.48,0.00
2021.11.29,13,112 134.749,1 644.91,18 069.057,87 023.493,816.974,5 004.48,0.00
2021.11.29,14,112 199.522,1 645.44,18 069.057,87 065.645,806.043,5 004.48,0.00
2021.11.29,15,112 401.447,1 636.88,18 069.057,87 267.500,803.463,5 004.48,0.00
2021.11.29,16,113 365.902,1 640.94,18 069.057,88 242.926,809.638,5 004.48,1 160.93
2021.11.29,17,113 859.559,1 645.51,18 069.057,88 717.328,770.162,5 004.48,1 180.71
2021.11.29,18,112 826.585,1 633.83,33 914.778,72 841.426,1 782.040,5 004.48,1 167.91
2021.11.29,19,111 024.549,1 619.92,33 914.778,71 096.208,1 829.458,5 004.48,1 162.79
2021.11.29,20,108 699.855,1 440.70,33 914.778,68 833.484,1 881.324,5 004.48,1 003.39
2021.11.29,21,106 077.354,1 401.14,33 914.778,66 419.356,1 974.447,5 004.48,974.95
2021.11.29,22,101 799.334,1 126.19,8 403.485,86 188.459,454.706,5 004.48,766.62
2021.11.29,23,98 009.117,1 000.75,8 403.485,82 436.227,476.682,5 004.48,672.66
2021.11.30,0,96 053.895,954.41,8 403.485,80 467.569,401.842,5 004.48,672.02
2021.11.30,1,94 371.946,884.92,8 403.485,78 840.935,449.344,5 004.48,603.96
2021.11.30,2,93 677.990,826.21,8 403.485,78 157.238,449.344,5 004.48,546.20
2021.11.30,3,93 771.793,809.89,8 403.485,78 239.057,449.344,5 004.48,519.80
2021.11.30,4,95 691.455,911.04,8 403.485,80 143.863,444.726,5 004.48,588.63
2021.11.30,5,98 574.940,1 015.97,8 403.485,82 967.773,396.144,5 004.48,665.28
2021.11.30,6,102 933.112,1 316.88,21 493.376,74 663.062,873.110,5 004.48,854.90
2021.11.30,7,106 511.254,1 502.37,21 493.376,77 957.169,737.136,5 004.48,996.83
2021.11.30,8,109 968.179,1 619.46,18 069.057,84 716.805,612.348,5 004.48,1 117.78
2021.11.30,9,112 043.710,1 641.28,18 069.057,86 769.163,609.318,5 004.48,1 154.15
2021.11.30,10,112 357.052,1 641.26,18 069.057,87 075.080,609.318,5 004.48,1 188.11
2021.11.30,11,111 992.729,1 646.35,18 069.057,86 705.127,612.779,5 004.48,1 165.74
2021.11.30,12,111 511.749,1 635.87,18 069.057,86 243.175,622.036,5 004.48,1 125.16
2021.11.30,13,111 888.188,1 648.45,18 069.057,86 627.666,622.036,5 004.48,1 137.92
2021.11.30,14,112 099.104,1 651.65,18 069.057,86 854.311,617.069,5 004.48,1 130.06
2021.11.30,15,112 396.154,1 642.74,18 069.057,87 109.761,614.309,5 004.48,1 106.31
2021.11.30,16,113 419.088,1 631.45,18 069.057,88 127.286,606.956,5 004.48,1 041.43
2021.11.30,17,113 501.968,1 629.57,18 069.057,88 210.072,595.372,5 004.48,1 063.12
2021.11.30,18,112 501.654,1 604.13,33 914.778,72 173.610,1 406.933,5 004.48,1 033.75
2021.11.30,19,110 823.403,1 589.69,33 914.778,70 496.307,1 406.894,5 004.48,1 052.15
2021.11.30,20,108 426.131,1 509.32,33 914.778,68 162.367,1 456.488,5 004.48,1 047.77
2021.11.30,21,105 655.223,1 431.92,33 914.778,65 912.155,1 855.006,5 004.48,1 044.89
2021.11.30,22,101 688.667,1 121.41,8 403.485,86 082.284,415.115,5 004.48,806.12
2021.11.30,23,98 080.718,1 007.23,8 403.485,82 510.524,436.120,5 004.48,699.73
2021.12.01,0,95 705.031,950.89,8 734.854,79 781.291,429.083,5 003.92,663.91
2021.12.01,1,94 110.714,893.74,8 734.854,78 237.639,473.017,5 003.92,612.07
2021.12.01,2,93 700.986,860.89,8 734.854,77 826.482,470.932,5 003.92,582.14
2021.12.01,3,93 803.237,850.46,8 734.854,77 990.730,470.932,5 003.92,559.81
2021.12.01,4,95 462.530,928.87,8 734.854,79 637.923,470.932,5 003.92,610.48
2021.12.01,5,98 427.693,1 065.90,8 734.854,82 553.206,427.825,5 003.92,696.67
2021.12.01,6,102 824.049,1 295.67,22 253.873,73 933.363,982.358,5 003.92,872.42
2021.12.01,7,106 662.398,1 489.03,22 253.873,77 509.949,873.772,5 003.92,1 000.81
2021.12.01,8,110 349.583,1 597.33,18 729.899,84 579.371,734.037,5 003.92,1 092.50
2021.12.01,9,112 553.053,1 611.47,18 729.899,86 740.169,715.784,5 003.92,1 144.16
2021.12.01,10,112 696.279,1 612.06,18 729.899,86 861.109,715.784,5 003.92,1 170.86
2021.12.01,11,112 440.710,1 626.55,18 729.899,86 597.415,725.981,5 003.92,1 193.11
2021.12.01,12,111 904.728,1 614.69,18 729.899,86 086.464,728.447,5 003.92,1 168.74
2021.12.01,13,112 261.242,1 619.59,18 729.899,86 463.618,727.944,5 003.92,1 197.48
2021.12.01,14,112 388.685,1 623.94,18 729.899,86 583.255,727.944,5 003.92,1 180.82
2021.12.01,15,112 668.989,1 618.66,18 729.899,86 869.746,718.471,5 003.92,1 167.97
2021.12.01,16,113 613.411,1 620.14,18 729.899,87 805.670,711.493,5 003.92,1 163.32
2021.12.01,17,113 750.348,1 610.34,18 729.899,87 902.329,701.066,5 003.92,1 167.28
2021.12.01,18,112 633.188,1 579.93,35 103.045,71 269.590,1 560.663,5 003.92,1 131.98
2021.12.01,19,110 823.228,1 570.38,35 103.045,69 461.639,1 569.172,5 003.92,1 125.72
2021.12.01,20,108 741.193,1 480.44,35 103.045,67 406.517,1 587.535,5 003.92,1 028.66
2021.12.01,21,106 084.153,1 406.55,35 103.045,65 001.083,1 722.389,5 003.92,969.50
2021.12.01,22,102 051.228,1 184.55,8 734.854,86 060.398,393.528,5 003.92,858.58
2021.12.01,23,98 268.060,1 012.93,8 734.854,82 319.316,412.864,5 003.92,720.54
2021.12.02,0,96 450.646,913.62,8 734.854,80 349.738,389.875,5 003.92,661.01
2021.12.02,1,94 621.625,871.53,8 734.854,78 560.716,431.724,5 003.92,607.58
2021.12.02,2,94 195.057,829.74,8 734.854,78 134.545,431.724,5 003.92,562.51
2021.12.02,3,94 145.974,815.16,8 734.854,78 149.406,431.724,5 003.92,539.20
2021.12.02,4,95 919.621,897.56,8 734.854,79 919.987,431.724,5 003.92,599.25
2021.12.02,5,98 749.118,1 034.31,8 734.854,82 691.757,389.875,5 003.92,683.92
2021.12.02,6,103 446.273,1 271.82,22 253.873,74 373.806,933.189,5 003.92,849.88
2021.12.02,7,107 251.629,1 480.73,22 253.873,77 927.179,833.442,5 003.92,1 060.95
2021.12.02,8,110 745.516,1 611.91,18 729.899,84 806.657,698.653,5 003.92,1 187.36
2021.12.02,9,112 749.278,1 630.67,18 729.899,86 791.431,682.395,5 003.92,1 248.85
2021.12.02,10,113 084.980,1 634.37,18 729.899,87 075.527,683.619,5 003.92,1 251.70
2021.12.02,11,112 890.936,1 643.88,18 729.899,86 868.317,693.063,5 003.92,1 291.43
2021.12.02,12,112 300.850,1 636.28,18 729.899,86 250.491,693.063,5 003.92,1 284.77
2021.12.02,13,112 471.920,1 635.27,18 729.899,86 399.834,693.063,5 003.92,1 262.49
2021.12.02,14,112 528.581,1 635.02,18 729.899,86 512.740,693.063,5 003.92,1 248.08
2021.12.02,15,112 796.023,1 627.25,18 729.899,86 807.436,683.087,5 003.92,1 240.78
2021.12.02,16,113 757.871,1 631.31,18 729.899,87 781.634,676.109,5 003.92,1 238.06
2021.12.02,17,113 872.519,1 630.11,18 729.899,87 864.588,669.871,5 003.92,1 246.38
2021.12.02,18,112 908.377,1 616.23,35 103.045,71 355.486,1 517.075,5 003.92,1 244.73
2021.12.02,19,111 262.498,1 596.91,35 103.045,69 711.515,1 517.075,5 003.92,1 249.71
2021.12.02,20,108 926.533,1 484.83,35 103.045,67 399.393,1 542.262,5 003.92,1 098.09
2021.12.02,21,106 233.860,1 405.49,35 103.045,64 949.085,1 668.221,5 003.92,1 032.00
2021.12.02,22,102 208.555,1 114.15,8 734.854,86 039.245,363.574,5 003.92,796.78
2021.12.02,23,98 460.218,987.36,8 734.854,82 333.107,382.910,5 003.92,703.77
2021.12.03,0,96 846.679,957.59,8 734.854,80 801.192,365.249,5 003.92,673.55
2021.12.03,1,95 200.997,886.41,8 734.854,79 194.511,407.098,5 003.92,618.12
2021.12.03,2,94 604.166,845.34,8 734.854,78 598.014,407.098,5 003.92,572.14
2021.12.03,3,94 807.834,846.65,8 734.854,78 795.773,398.098,5 003.92,563.18
2021.12.03,4,96 343.892,923.53,8 734.854,80 328.919,398.098,5 003.92,628.72
2021.12.03,5,99 085.249,1 086.39,8 734.854,83 009.217,353.962,5 003.92,718.12
2021.12.03,6,103 335.710,1 295.64,22 253.873,74 238.895,880.440,5 003.92,875.58
2021.12.03,7,106 997.080,1 494.57,22 253.873,77 661.182,778.375,5 003.92,1 035.33
2021.12.03,8,110 625.437,1 579.52,18 729.899,84 758.406,642.827,5 003.92,1 132.92
2021.12.03,9,112 303.472,1 587.98,18 729.899,86 412.623,626.569,5 003.92,1 148.44
2021.12.03,10,112 777.668,1 591.72,18 729.899,86 824.776,629.285,5 003.92,1 165.84
2021.12.03,11,112 303.895,1 597.04,18 729.899,86 332.939,636.263,5 003.92,1 177.18
2021.12.03,12,111 539.192,1 585.50,18 729.899,85 542.788,636.734,5 003.92,1 154.07
2021.12.03,13,111 836.082,1 591.69,18 729.899,85 777.743,636.734,5 003.92,1 163.32
2021.12.03,14,111 861.281,1 594.29,18 729.899,85 855.771,636.734,5 003.92,1 156.09
2021.12.03,15,112 214.658,1 593.12,18 729.899,86 256.461,627.261,5 003.92,1 155.52
2021.12.03,16,113 217.204,1 589.24,18 729.899,87 263.890,620.283,5 003.92,1 147.98
2021.12.03,17,113 261.768,1 585.63,18 729.899,87 324.992,631.409,5 003.92,1 141.50
2021.12.03,18,112 061.317,1 586.53,35 103.045,70 616.000,1 544.788,5 003.92,1 150.76
2021.12.03,19,110 551.861,1 578.07,35 103.045,69 106.985,1 545.427,5 003.92,1 133.17
2021.12.03,20,108 384.479,1 494.36,35 103.045,66 961.564,1 575.335,5 003.92,1 048.71
2021.12.03,21,105 712.421,1 401.04,35 103.045,64 482.746,1 593.869,5 003.92,983.00
2021.12.03,22,101 888.749,1 159.46,8 734.854,85 860.765,351.050,5 003.92,821.88
2021.12.03,23,98 486.391,1 006.48,8 734.854,82 505.009,372.678,5 003.92,709.60
2021.12.04,0,96 919.840,1 036.55,8 734.854,81 029.242,462.075,5 003.92,691.67
2021.12.04,1,95 211.088,957.60,8 734.854,79 370.789,503.924,5 003.92,633.57
2021.12.04,2,94 156.573,929.92,8 734.854,78 316.474,503.924,5 003.92,612.19
2021.12.04,3,93 876.668,923.08,8 734.854,78 038.533,503.924,5 003.92,606.98
2021.12.04,4,94 641.972,948.99,8 734.854,78 790.620,503.924,5 003.92,619.03
2021.12.04,5,96 362.549,1 032.32,8 734.854,80 468.189,456.160,5 003.92,667.58
2021.12.04,6,98 674.390,1 165.73,22 253.873,69 932.060,1 125.929,5 003.92,721.78
2021.12.04,7,100 722.586,1 232.52,22 253.873,71 932.568,1 082.361,5 003.92,780.82
2021.12.04,8,103 874.294,1 459.15,18 729.899,78 433.182,900.132,5 003.92,926.96
2021.12.04,9,106 283.008,1 532.33,18 729.899,80 771.389,850.134,5 003.92,1 003.50
2021.12.04,10,107 577.444,1 560.19,18 729.899,82 037.822,842.933,5 003.92,1 036.98
2021.12.04,11,107 770.750,1 563.28,18 729.899,82 221.456,849.911,5 003.92,1 056.63
2021.12.04,12,107 610.841,1 562.74,18 729.899,82 057.076,850.382,5 003.92,1 064.24
2021.12.04,13,107 738.288,1 568.39,18 729.899,82 181.644,850.382,5 003.92,1 075.33
2021.12.04,14,107 954.611,1 571.56,18 729.899,82 394.267,850.382,5 003.92,1 069.48
2021.12.04,15,108 678.149,1 561.15,18 729.899,83 148.567,840.909,5 003.92,1 060.68
2021.12.04,16,110 318.317,1 581.88,18 729.899,84 783.389,833.931,5 003.92,1 074.07
2021.12.04,17,110 862.458,1 585.60,18 729.899,85 321.343,827.379,5 003.92,1 074.52
2021.12.04,18,110 038.095,1 582.11,35 103.045,69 169.270,1 867.284,5 003.92,1 085.43
2021.12.04,19,108 531.781,1 557.03,35 103.045,67 719.590,1 924.923,5 003.92,1 059.33
2021.12.04,20,106 650.795,1 482.61,35 103.045,65 853.749,1 935.221,5 003.92,998.51
2021.12.04,21,104 305.501,1 425.51,35 103.045,63 636.834,2 064.415,5 003.92,956.57
2021.12.04,22,100 995.193,1 316.41,8 734.854,85 082.382,445.548,5 003.92,881.02
2021.12.04,23,97 696.650,1 043.94,8 734.854,81 821.127,466.397,5 003.92,720.41
2021.12.05,0,96 675.130,1 035.60,8 734.854,80 793.182,466.743,5 003.92,693.41
2021.12.05,1,94 675.640,966.40,8 734.854,78 842.494,508.592,5 003.92,637.94
2021.12.05,2,93 668.673,933.69,8 734.854,77 835.516,508.592,5 003.92,619.95
2021.12.05,3,93 437.499,917.68,8 734.854,77 607.190,508.592,5 003.92,599.54
2021.12.05,4,93 987.048,936.26,8 734.854,78 153.770,508.592,5 003.92,608.48
2021.12.05,5,95 573.879,971.74,8 734.854,79 684.915,459.864,5 003.92,630.02
2021.12.05,6,97 555.454,1 111.12,22 253.873,68 792.642,1 155.668,5 003.92,702.82
2021.12.05,7,99 101.583,1 160.84,22 253.873,70 290.872,1 120.821,5 003.92,710.87
2021.12.05,8,102 030.677,1 307.32,18 729.899,76 544.959,927.376,5 003.92,801.81
2021.12.05,9,104 402.313,1 423.82,18 729.899,78 846.286,881.064,5 003.92,897.47
2021.12.05,10,106 044.704,1 477.89,18 729.899,80 457.021,884.283,5 003.92,982.27
2021.12.05,11,106 534.311,1 480.37,18 729.899,80 906.458,890.625,5 003.92,980.97
2021.12.05,12,106 635.371,1 482.95,18 729.899,80 999.458,888.630,5 003.92,984.06
2021.12.05,13,106 749.669,1 488.79,18 729.899,81 126.139,887.458,5 003.92,994.97
2021.12.05,14,107 148.643,1 495.20,18 729.899,81 564.605,894.264,5 003.92,997.08
2021.12.05,15,108 129.266,1 496.63,18 729.899,82 571.517,884.791,5 003.92,992.58
2021.12.05,16,110 062.762,1 502.57,18 729.899,84 509.410,877.813,5 003.92,1 002.08
2021.12.05,17,111 120.115,1 508.82,18 729.899,85 564.674,871.261,5 003.92,1 011.42
2021.12.05,18,110 670.687,1 516.02,35 103.045,69 802.982,1 935.173,5 003.92,1 031.70
2021.12.05,19,109 264.953,1 501.54,35 103.045,68 395.088,1 927.303,5 003.92,1 013.02
2021.12.05,20,107 656.281,1 478.43,35 103.045,66 812.284,1 946.097,5 003.92,1 003.34
